"pca_id","pca_description","product_family","business_unit","technology_group"
"73-9521-01","PCA,TAQUILA48_PLUS,10/100/1000,RJ45,CONST+","","",""
"73-8365-03","PCA,G3 MOTHERBOARD,PURPLERAIN","","",""
"73-8099-01","PCA,ACCESS-II TX,REDBRICK","","",""
"73-7806-03","PCA,MBRD,SUB,MOD,BP-ID,HFR","CRS","CORBU","CTG"
"73-4961-06","PCA,CYGNUS11_P2,SUPERVISOR CARD,CONSTELLATION","C6000","EBBU","ENGTG"
"73-13750-04","PCA,MBRD,PF,CASSINO,SABRE_BASED, FC, BLADE FOR HP","MDS9KBS","ECBU","CTG"
"73-14160-01","PCA,OTHER,AC PWR INTF,Firin,PANINI","","",""
"73-8449-01","PCA, RJ45-FE-ISL RESPIN","","",""
"73-15842-01","PCA,DBRD,N55-DL2-CR, IO_MODULE,O2-48,N5K,UCS","UCSB","SAVBU","SAVTG"
"73-8361-02","PCA, MCC-8-155","","",""
"73-213420-00","PCA,SUB,FPCT1","","",""
"73-213410-00","PCA,SUB,FPCE1","","",""
"73-16623-01","PCA,DBRD,LED STATUS BOARD FOR IMPERIAL","","",""
"73-8396-01","PCA, SYLVESTER, In-Line PWR TEST CARD","","",""
"73-16146-01","PCA,DBRD,Wifi,BigEasy 88x3,PB-FREE","","",""
"73-4044085-01","PCA,GS7000 GAN LNCH AMP,4W SEG","ON38","CABU","SPVTG"
"73-15733-03","PCA,OTHER,MUSTAFAR - K10 12 PORT SFP LINECARD","C4500","UABU","ENGTG"
"73-14043-04","PCA,NIC,MONTARA-SFP,LOM,SAN MATEO","UCSC","SAVBU","SAVTG"
"73-15758-02","PCA,MBRD, TOR, ZENKO","N9300","INSBU","INSTG"
"73-13424-01","PCA,MBRD,MACRO, PATSBURG ASIC FCBGA901","","",""
"73-14609-01","PCA,BBRD,FORGE SIM BB","ASR9000","ERBU","CTG"
"73-7671-01","PCA,PORT DB-FX,12PORTS FIBER,CONT2,TEST CARD","","",""
"73-9452-02","PCA,OTHER,HYPERION_CR INTERPOSER","","",""
"73-8495-01","PCA, 15454, TX ORGANIZER, CODEON MOD ADPTR, CARD","","",""
"73-15357-01","PCA,BKPLN,MERRITT, RIGHT BP","UCSB","SAVBU","SAVTG"
"73-3452-01E2","PCA,SUB,WAFFLEHOUSE","","",""
"73-2803-01E1","PCA,SUB,CROSSBOW,BACKPLANE","","",""
"73-10445-01","PCA,OTHER24-port+1GigE+1SFP+2 HULC,Mirage","","",""
"73-6787-02","PCA,OSCM_ANALOG","","",""
"73-14231-01","PCA,MDPLN,MCP-MP-2RU Pb-free","","",""
"73-4002-01","PCA, SUB, UXI-3E3-SMF","","",""
"73-14284-01","PCA,DBRD,Module Test Card, SGBU","","",""
"73-8379-02","PCA,VEGAS,COZY8, BATTERY MONITOR CARD","","",""
"73-10100-01","PCA,OTHERMARS,PVDM,DMODEM,TSOP,12P","WANLAN","SRGBU","ENGTG"
"73-3832-03","PCA,SUB,MARS,PM,1FE2W","","",""
"73-11346-04","PCA,BKPLN,ASA5585","ASAHIGH","NGFWBU","STG"
"73-13206-01","PCA,MBRD,FAN CONTROL, MEGATRON","","",""
"73-9911-01","PCA,15454E-HD E3-12 Card","","",""
"73-3230-01E1","PCA,SUB,48 PORT,10/100,LEO","","",""
"73-16469-03","PCA,NIC,Clear Lake","UCSC","SAVBU","SAVTG"
"73-220349-00","PCA,SUB,MECH,ACM2B,ADPTR","","",""
"73-13333-01","PCA,BKPLN,6513-E BKPLN","C6000","EBBU","ENGTG"
"73-2250-01E5","PCA,SUB,PA-4ME1 G703/4 120OHM","7000CMN","SRGBU","ENGTG"
"73-10756-01","PCA,DOBERMAN,ANTEROS48-DEPOP-CR,BASEBOARD","","",""
"73-6429-01","PCA,Einschub OPTE S4/1300","","",""
"73-6451-01","PCA,Einschub OPTS L16/1535 MC","","",""
"73-8323-01","PCA,AMPLI,15454","15454W","CORBU","CTG"
"73-14808-01","PCA,MDPLN,N7K,APEX_SUP_MPC,MTP","","",""
"73-6426-01","PCA,Einschub STRV SLA16-94","","",""
"73-8361-0151","PCA, MCC-8-155","","",""
"73-13073-02","PCA,DBRD,PCA,GEM,O2_XE-16, N5K","","",""
"73-9538-03","PCA, 15454E-HD BACKPLANE","","",""
"73-8394-01","PCA,SUB,SB_BITS_TESTBD,GSR","","",""
"73-2784-03E1","PCA,SUB,16MB SRAM U-MEZZ-RIGID,VIP2-50","","",""
"73-14869-01","PCA,DBRD,STARSCREAM PO,RP,PB FREE","","",""
"73-14756-02","PCA,MBRD,VIKING,THOR,Pb-FREE","ASR9000","ERBU","CTG"
"73-15052-05","PCA,MBRD,K10,48P,RJ45,10/100/1000,REVANCR","C4500","UABU","ENGTG"
"73-14404-01","PCA,DBRD,NGXP,Lhotse,pots,1RU,Fan Tray","","",""
"73-2215-03E1","PCA,SUB,PA-JT2","","",""
"73-2090-01E1","PCA,SUB,24E1CBRAC,75OHM,L2020","","",""
"73-13426-01","PCA,MBRD,MSC_B Black Mamba Test Vehicle","","",""
"73-14797-05","PCA,MBRD,HS123-400,LCR,HFR","CRS","CORBU","CTG"
"73-10305-02","PCA,ISOLA,OMEGA,13 SLOT, CLOCK CARD","MDS9000","ECBU","CTG"
"73-8551-01","PCA,THERMAL TCC/OC, 15454","","",""
"73-3071-01","PCA,RPS Interface,WS-C3900","","",""
"73-3065-01E1","PCA,SUB,ANG,FIX,TX","","",""
"73-15382-01","PCA,MBRD,TOMAHAWK,LC,IFC,MTP","","",""
"73-15132-03","^PCA,MBRD,SALINON-48U,UPOE","","",""
"73-15130-03","^PCA,MBRD,SALINON-48","C3650","UABU","ENGTG"
"73-15125-03","^PCA,MBRD,ARBELOS-48P,POE","C3650","UABU","ENGTG"
"73-15126-03","^PCA,MBRD,ARBELOS-48U,UPOE","","",""
"73-15123-03","^PCA,MBRD,ARBELOS-24U,UPOE","","",""
"73-15121-03","^PCA,MBRD,ARBELOS-24","C3650","UABU","ENGTG"
"73-15129-03","^PCA,MBRD,SALINON-24U, UPOE","","",""
"73-15128-03","^PCA,MBRD,SALINON-24P,POE","C3650","UABU","ENGTG"
"73-15122-03","^PCA,MBRD,ARBELOS-24P, POE","C3650","UABU","ENGTG"
"73-4682-01","PCA,BACK CD,2OC-3,SMI,IR","","",""
"73-10688-50","PCA, ISOLA, Coco, 18+4 Port, LC","MDS9000","ECBU","CTG"
"73-8563-03","PCA,MDPLN,Sipedon","","",""
"73-14576-04","PCA,MBRD,ALAMO,ALTAMONT/CALABRIA,IOTBU,PB-FREE","","",""
"73-10425-07","PCA,HICKORY,MOOPS MB","AIR120A","WNBU","ENGTG"
"73-2271-02E1","PCA,SUB,PA-ATM-E3-CES-E1BNC","7000CMN","SRGBU","ENGTG"
"73-2274-02E1","PCA,SUB,PA-ATM-OC3SM-CES-E1BNC","7000CMN","SRGBU","ENGTG"
"73-2324-03E1","PCA,SUB,PA-POE3,2PORT","7000CMN","SRGBU","ENGTG"
"73-4316-01","PCA,SUB,GALAXY2,SUPERVISOR,JABBA","","",""
"73-2323-03E1","PCA,SUB,PA-PODS3","VPN4000","STBU","STG"
"73-12683-01","PCA,MBRD,Viking TLC Testcard","","",""
"73-13803-01","PCA,MBRD,Morro, CA, Full Blade,","","",""
"73-15949-01","PCA,MBRD,Rolling Rock","CPAK100","TMGBU","CTG"
"73-15207-03","PCA,DBRD,TRINITY,ALTAMONT/CALABRIA,IOTBU,PB-FREE","","",""
"73-16074-01","PCA,DBRD,Gimli,Fan-IO","","",""
"73-13929-02","PCA,MBRD,PCA,MBRD,BAJIE,8x8,uBR7200,Pb-Free","UBR7200","CABU","SPVTG"
"73-8890-31","PCA,DBRD,PCA,DBRD,ZappaCR ASIC Daughterboard","7600","ERBU","CTG"
"73-1331-04","PCA,SYNERGY,BACKPLANE","C5000","EBBU","ENGTG"
"73-2777-01","PCA,SUB,ISP PLUG,SWITCH EARL,PRESTO","","",""
"73-8778-03","PCA, 15454, 12 PORT DS3XM CARD","15454","CORBU","CTG"
"73-13779-02","PCA,OTHER,TIDE/CHESTNUT,ELIOT NESS,DUAL/SINGLE RADIO MODULE,3K 2GHz Only 0 to 40c","","",""
"73-13441-01","PCA,OTHER,FENWAY 11N,POWER-OVER-CABLE SPLITTER","","",""
"73-16256-02","PCA,MBRD,RSP3-VE test BOM","","",""
"73-4951-10","PCA,15454,XC-192 Card","15454","CORBU","CTG"
"73-11026-02","PCA,OTHER,HUCK JR,PCI RISER","AIR15U","WNBU","ENGTG"
"73-4708-08","PCA,SUB,VIP4-50 (08 Fab)","","",""
"73-9886-01","PCA,MBRD,BLACKSKY,WESTPORT POC","","",""
"73-10685-01","PCA, DS1-28/DS3-EC1-3,15310MA","","",""
"73-6925-06","PCA,SUB,MOD,SP,64D/32F(HI),HFR","CRS","CORBU","CTG"
"73-13676-02","PCA,BKPLN, 15454-HD UBIC2 Side B","15454","CORBU","CTG"
"73-13675-02","PCA,BKPLN, 15454-HD UBIC2 Side A","15454","CORBU","CTG"
"73-1102-03","PCA,PUR,CxFIP,PASSIVE","","",""
"73-13867-01","PCA,OTHER,PF,ISOLA,TEST LINE CARD","","",""
"73-13292-04","PCA,MBRD,UBIQUITY, DECATUR ST, PB-FREE","","",""
"73-13291-04","PCA,MBRD,UBIQUITY, ROYAL ST, PB-FREE","","",""
"73-4066092-01","PCA,MNBRD,DEV,E9KG9,XG1 V3,PUMA6/TSC188","","",""
"73-4042189-01","PCA,EDR 1185","ON38","CABU","SPVTG"
"73-15215-01","PCA,OTHER,MONTSERRAT,BURNING RIVER,DUAL RADIO DEBUG BOARD,3K Debug Dual -20 to 55C","","",""
"73-16643-01","PCA,DBRD,ELBRUS6T FABRIC BRIDGE DAUGHTERCARD","C6800MD","EBBU","ENGTG"
"73-8766-01","PCA,ORION 1200 RADIO,DUETTE GTI,802.11G,MINI PCI TYPE IIIA","","",""
"73-16642-01","PCA,MBRD,SUP6T BASEBOARD","C6800MD","EBBU","ENGTG"
"73-15937-02","PCA,DBRD,BOURBON CR , OMAP DC (Interposer)","PHONCOL","UCEBU","UCTG"
"73-16548-01","PCA,DBRD,SMIRNOFF,SILVER","C3560CX","UABU","ENGTG"
"73-15938-02","PCA,OTHER,BOURBON CR , CONN","PHONCOL","UCEBU","UCTG"
"73-11750-03","PCA,MBRD,SPA-MP,THOR","ASR9000","ERBU","CTG"
"73-7265-01","PCA,PA-SRP-OC48 SMSR,DFRAC (PHOENIX)","","",""
"73-15696-03","PCA,MBRD,10 G SFP+ Port /4 SFP ports, Woodlawn SM","WANLAN","SRGBU","ENGTG"
"73-4433-04","PCA,OC3 I/O,6260","","",""
"73-14992-01","PCA,MBRD,N7K,Rouen-CR,48P,10GBASE-T,LC","","",""
"73-12982-01","PCA,NIC,EHWIC-3G-EVDO-x, McLaren","WANLAN","SRGBU","ENGTG"
"73-10590-02","PCA,MDPLN,DC3, 10 SLOTS SPINE M/P TEST BOARD,MTP","","",""
"73-7885-01","PCA,ZEST MOTHERBOARD,LOCAL POWER","","",""
"73-12662-06","PCA,MBRD,INFORMERS, OPTIMUS, PB-FREE","3900ISR","SRGBU","ENGTG"
"73-16346-01","PCA,PANDA,PPVDM3-256","PANSRG","SRGBU","ENGTG"
"73-16347-01","PCA,PANDA,PPVDM3-32","PANSRG","SRGBU","ENGTG"
"73-2895-03","PCA,SUB, NPM64","","",""
"73-8222-01","PCA,SUB,PA-POS-DUAL-OC3SML","","",""
"73-8221-01","PCA,SUB,PA-POS-DUAL-OC3SMI","","",""
"73-5962-02","PCA,RF/RN Module","","",""
"73-8817-01","PCA,CONST2,CHEVYS_A WT CAM3-NF-ACL","","",""
"73-4602-01","PCA,I/O,MAIN,OC12/OC12","","",""
"73-2406-02","PCA,SUB,CT1","","",""
"73-7405-04","PCA,CONST2,PLUTO,SUP3 BASEBOARD","","",""
"73-13136-02","PCA,MBRD,Tumbleweed, TCC ,Pb Free","RFGW10","CABU","SPVTG"
"73-14446-02","PCA,MBRD,PF,FARADAY_CR,12P 10G SFP+","","",""
"73-12794-03","PCA,MDPLN,MTP,N7K,DIJON9,MPC","","",""
"73-9563-01","PCA,FRODOTX_CR","","",""
"73-13537-02","PCA,OTHER, Einstein 120G CFP Loopback Mode Test Module","","",""
"73-12840-05","PCA,DBRD,NGXP, DC-24V PWR Card, CPT","CPT","CORBU","CTG"
"73-15294-02","PCA,CORTINA,SYSTEM CONTROLLER,ALTA","N9500","INSBU","INSTG"
"73-10003-01","PCA,SUB,ERP","","",""
"73-13360-01","PCA,OTHER,,Macro,Power,TPS40322_H-MAC","","",""
"73-3460-01","PCA,SUB,AIM,ENCRYPTION","","",""
"73-12274-04","PCA,OTHER,XFORMERS, IRONHIDE CISCO2911 RPS ADAPTOR, PB-Free","2900ISR","SRGBU","ENGTG"
"73-14561-02","PCA,DBRD,PALESTRINA, 16 FXS-E, PB-FREE","ICV","SRGBU","ENGTG"
"73-7587-01","PCA,15327-GE, Daytona","","",""
"73-15782-01","PCA,MBRD,CORTINA, SPINE, FABRIC MODULE-8, SHASTA-14L","","",""
"73-17335-01","PCA,TOSA CDR Testboard","","",""
"73-17337-01","PCA,DC Laser Weld Board LR4 CR","","",""
"73-17336-01","PCA,RF Shorting Board LR4 CR","","",""
"73-17339-01","PCA,DC Flex LR4 CR","","",""
"73-17338-01","PCA,RF Flex LR4 CR","","",""
"73-16131-01","PCA,MDPLN,MDPLN, LLC,PANINI INTERNAL USE ONLY","","",""
"73-11571-04","PCA,MBRD,CONST2,ANTEROS24_CR2FS","","",""
"73-9948-03","PCA,MBRD,TELCO BIC-B,15310","15310","CORBU","CTG"
"73-100436-01","PCA, PCB, HPF/TRIM, GM HGD GAN, 42/54","RF38","CABU","SPVTG"
"73-15279-07","PCA, MBRD, CORTINA, SPINE, SUPERVISOR, KIRKWOOD","","",""
"73-14350-03","PCA,MBRD,PANINI,FC_IFC,MTP","","",""
"73-15432-02","PCA,MBRD,APEX,LC_LB,MTP","","",""
"73-4066034-01","PCA,HDR2 D9854-B-IN","","",""
"73-15953-01","PCA,OTHER,PIEDMONT, RIGHT, LED","UCSB","SAVBU","SAVTG"
"73-14522-01","PCA,MBRD,VENTURA FAB6, FULL BLADE","","",""
"73-14524-01","PCA,MBRD,CISCO2811P/K9","","",""
"73-14523-01","PCA,MBRD,C2811-ATM-T1/E1-E","","",""
"73-4010800-01","PCA,PLUG IN DIPLEX 75130.106587","RF38","CABU","SPVTG"
"73-6996999-01","PCA,LEF EDGE FRONT PANEL WITH LCD,PCB","REC","ESBU","SPVTG"
"73-4007479-01","PCA,1GHz BODE LE PWB","RF38","CABU","SPVTG"
"73-4019275-01","PCA,GS7000 FCM,1X4,RDNDT,RX 1","ON38","CABU","SPVTG"
"73-15927-03","PCA,OTHER,IL Tempo, OMAP DC (Interposer)","CTSDX","CVEBU","CVTG"
"73-16412-01","PCA,MBRD,PCAMBRD,M16 34RU,SCAPA  DC/DC power tray","","",""
"73-16422-01","PCA,DBRD,Mode button,Moreno","","",""
"73-10484-05","PCA,BACKPLANE,CODEC","CTSIMS","CVEBU","CVTG"
"73-11679-01","PCA,MBRD,AC POWER DISTRIBUTION, VIKING","ASR9000","ERBU","CTG"
"73-14244-01","PCA,OTHER,PRE4VE,RP,Pb-FREE","","",""
"73-7879-03","PCA,GAQUILA+ CR2,CONST","","",""
"73-4038112-01","PCA,AUDIO METADATA IO","ENC","ESBU","SPVTG"
"73-5430-07","PCA,BKPLN,15454E, Pb-Free","15454E","CORBU","CTG"
"73-100543-01","PCA, PVM2G,PVU MODULE,SENCORE IRD","","",""
"73-15933-02","PCA,MBRD, SALINONCS-48P, PB-FREE","","",""
"73-15932-03","PCA,MBRD, SALINONCS-24P, PB-FREE","","",""
"73-15930-03","PCA,MBRD, ARBELOSCS-24P, PB-FREE","","",""
"73-15903-02","PCA,MBRD, PAPPUSCSR-48P, PB-FREE","","",""
"73-16610-02","PCA,MBRD, PAPPUSCS-48, PB-FREE","","",""
"73-16609-02","PCA,MBRD, SALINONCS-48, PB-FREE","","",""
"73-16608-02","PCA,MBRD, ARBELOSCS-48, PB-FREE","","",""
"73-15817-03","PCA,OTHER,N77, CRANEQUIN-18, TI, APEX, FABRIC","","",""
"73-15303-03","PCA,OTHER,N77, CRANEQUIN-18, MINDSPEED, APEX, FABRIC","","",""
"73-15902-02","PCA,MBRD, PAPPUSCSR-48, PB-FREE","","",""
"73-15931-02","PCA,MBRD, ARBELOSCS-48P, PB-FREE","","",""
"73-15901-02","PCA,MBRD, SALINONCSR-48P, PB-FREE","","",""
"73-15900-02","PCA,MBRD, SALINONCSR-48, PB-FREE","","",""
"73-13401-01","PCA,NIC,VWIC3-2MFT-T1/E1, Argot","","",""
"73-3393-02","PCA,SUB,SUBCONT PCB OC48 OPTICS LR","","",""
"73-10088-03","PCA,MBRD,DC3,ZANDVOORT,SIDE FAN CONTROLLER","","",""
"73-14232-02","ACQ,ASR5500 Midplane (MP)","ASR5500","MIBU","MITG"
"73-10111-03","PCA,OTHER,DC3,ZANDVOORT2,SIDE FAN CONTROLLER","","",""
"73-11444-02","PCA,DBRD,STARPOD TEST CARD,SEBULBA-MEZZ","","",""
"73-2859-01E1","PCA,SUB,SYNERGY,DS3 PMC,DUAL CARD","","",""
"73-17536-03","PCA, DBRD, Monterreal, FAN IO Board, 1RU","","",""
"73-9024-07","PCA,ORION 1200B RADIO,802.11G,MINI PCI TYPE IIIA,TURBO SiGe,ISL3865A,US VERSION ONLY","","",""
"73-16447-03","PCA,OTHER,BR-RE-INTFC P3,2 ANTENNAS OPTION,BISHOP ROCK,IOTBU","CGR1000","IOTBU","ENGTG"
"73-9646-01","ASY,SUB,RPM-PR","","",""
"73-12070-04","PCA,OTHER,HUCK JR,HAMMER A RADIO MODULE A5","AIR15U","WNBU","ENGTG"
"73-14851-01","PCA,DBRD,Sentinel eCXP uplink","","",""
"73-1133-08E1","PCA,PUR,-05 EIP,4E","","",""
"73-15757-05","PCA,MBRD, TOR, NAGANO BASE BOARD","","",""
"73-10241-03","PCA,DBRD15454,Power Filter Plan B","15454","CORBU","CTG"
"73-2634-01","PCA,SUB,SSGW","","",""
"73-14858-03","PCA,OTHER,ZYDECO, BURGUNDY, HOOKSWITCH","PHONE","UCEBU","UCTG"
"73-14737-03","PCA,MBRD,ZYDECO BURGUNDY TOP","PHONE","UCEBU","UCTG"
"73-14738-03","PCA,MBRD,ZYDECO BURGUNDY CONNECTOR","PHONE","UCEBU","UCTG"
"73-17493-01","PCA,DBRD, TOR, DBRD, GRENOBLE DAUGHTER BOARD","ASAHIGH","NGFWBU","STG"
"73-17492-01","PCA,MBRD, TOR, MBRD, GRENOBLE, LACROSE, 64Q","ASAHIGH","NGFWBU","STG"
"73-15993-01","PCA,MBRD,NORCAL,OSMIUM,IFC,MTP","","",""
"73-7914-01","PCA,VSR_ADAPTER_RX,MIRA,15808","","",""
"73-2845-02E1","PCA,SUB,PRESTO,UPLINK,MMFIBER DAUGHTER CARD","","",""
"73-9383-01","PCA, PRE2-EXTENDER, SCARLET, CRAYOLA-3G","","",""
"73-15390-02","PCA,DBRD,CORTINA, SPINE, DAUGHTER CARD, CPU POWER MODULE, KIRKWOOD-1-INFINEON","","",""
"73-15212-02","PCA,DBRD,,Harper Lake,COUPE Z,COPPER,CENBU,PB-FREE","IE2000","IOTBU","ENGTG"
"73-15393-02","PCA,DBRD,Harper Lake,V8 ANALOG BRD,PB-FREE","IE2000","IOTBU","ENGTG"
"73-15812-02","PCA,OTHER,Oakmore Debug connector board","","",""
"73-15164-02","PCA,OTHER,PF,TELPRES,Camara Head Sensor, IMX172,IR","CTSIMS","CVEBU","CVTG"
"73-17737-01","PCA,MBRD,TOR,CHAMONIX","","",""
"73-12547-10","PCA,MBRD,Guinness48 Full Pwr Pb-free","C2960S","UABU","ENGTG"
"73-12427-11","PCA,MBRD,MURPHYS24 POE,Pb FREE","C2960S","UABU","ENGTG"
"73-12426-11","PCA,MBRD,MURPHYS48 POE, Pb FREE","C2960S","UABU","ENGTG"
"73-12424-10","PCA,MBRD,Beamish48 Pb-free","C2960S","UABU","ENGTG"
"73-13224-02","PCA,MBRD, CYLONS, BATTLESTAR, PB-FREE","UBR10K","CABU","SPVTG"
"73-12561-11","PCA,MBRD,MURPHYS 48FULLPOE,Pb FREE","C2960S","UABU","ENGTG"
"73-12423-10","PCA,MBRD,Beamish24 Pb-free","C2960S","UABU","ENGTG"
"73-16466-01","PCA,NIC,6x10 GE EPA, Chimaera-D","","",""
"73-16488-04","PCA,DBRD,GEMINI 2,UPCONVERTER,4-port, 160 channels, DOCSIS3.1, PB-FREE","","",""
"73-9070-14","PCA,DBRD,CONST2,CHEVYS_AXLTY2","C6000","EBBU","ENGTG"
"73-16558-04","PCA,OTHER,HALO,BLACKOUT STOUT, XOR RADIO MODULE,XOR -20 to 55C","","",""
"73-16731-02","PCA,DBRD,MACALLAN,VINTURI,INTERFACE CARD","","",""
"73-2274-02","PCA,SUB,PA-ATM-OC3SM-CES-E1BNC","7000CMN","SRGBU","ENGTG"
"73-16302-01","PCA,MBRD,BigEasy,Stamp2Conn,PB-FREE","","",""
"73-3585-03","PCA, LIM BACKPLANE (SEE -04)","","",""
"73-17613-01","PCA,MBRD,PSM,Pb-Free 15454","","",""
"73-16456-01","PCA,OTHER,Standby PWR Rails for LC, M16, SCAPA","NCS4000","CORBU","CTG"
"73-17580-01","PCA,MBRD,CASTELLER-REFOSCO, M16, SCAPA","","",""
"73-4038117-01","PCA,ROSA EM ALARM INPUT","ENC","ESBU","SPVTG"
"73-16636-01","PCA,OTHER,Hammer fan agg","","",""
"73-15149-01","PCA,MBRD,CAMERA LED,BOURBON ST","PHONCOL","UCEBU","UCTG"
"73-8665-0151","PCA, BNC-3-T3E3-Y1N","MGX","SMBU","MITG"
"73-11426-02","PCA,DBRD,THIN RAMONE, 120 mils","C3560E","UABU","ENGTG"
"73-4914-02","PCA, SUB, WR15900, 34X34 MATRIX","","",""
"73-7796-01","PCA, TORNADO2, FAN CONTROLLER","","",""
"73-9091-06","PCA,MBRD,ASA-IPS","ASAMID","NGFWBU","STG"
"73-15755-04","PCA,MBRD,PF,ORSTED_48U,CSR","C3850","UABU","ENGTG"
"73-15756-02","PCA,MBRD,PF,ORSTED_24U,CSR","C3850","UABU","ENGTG"
"73-16533-02","PCA,MBRD,CAMPBELL TEST BOARD, CSR","","",""
"73-16324-02","PCA,NIC,,PANDA","PANSRG","SRGBU","ENGTG"
"73-217590-0151","PCA,ASY,PCB AIMNM E3E1","","",""
"73-219010-02","PCA,SUB,SMB8E1LM","","",""
"73-15473-01","PCA,DBRD,VIKING,TOMAHAWK,SPARE NUMBER","","",""
"73-15472-01","PCA,MBRD,VIKING,TOMAHAWK,SPARE NUMBER","","",""
"73-15474-01","PCA,DBRD,VIKING,TOMAHAWK,SPARE NUMBER","","",""
"73-3418-01","PCA,SUB,IGX8480-L","","",""
"73-8325-01","PCA,GALAXY3,SPICA,METRO SERVICE","","",""
"73-8545-07","PCA,MBRD,BRILLIANT,ACCESS POINT,POWER INJECTOR,Pb-FREE","AIRCMN","WNBU","ENGTG"
"73-9538-02","PCA, 15454E-HD BACKPLANE","","",""
"73-14121-02","PCA,DBRD,Excalibur M40G,Link 40 x 1GE, PF","7600","ERBU","CTG"
"73-2915-03E1","PCA,SUB,MILAN,SMC CPU","","",""
"73-2915-03","PCA,SUB,MILAN,SMC CPU","","",""
"73-4040-02","PCA,SUB,SMFSR-1-2488","","",""
"73-17283-01","PCA,MBRD,8P 100G  CFP2 LINECARD,APACHE","N9500","INSBU","INSTG"
"73-18035-01","PCA,DBRD,Power-Connector,Antelao,NCS2K","","",""
"73-15455-01","PCA,MBRD,Manhattan Beach","","",""
"73-15142-04","PCA,MBRD,CRATE TEST PLATFORM, PB-FREE","","",""
"73-12398-20","PCA,DBRD,MCP 1RU LO, 2xOC3 I/O Card,Pb-FREE","ASR1000","SRGBU","ENGTG"
"73-12228-20","PCA,DBRD,FP-40G IPSEC Daughtercard,Pb-FREE","ASR1000","SRGBU","ENGTG"
"73-13253-01","PCA,DBRD,DUAL,LTC7510 POWER CONTROL MODULE,1.8V,U125,U126,QUETZAL,3GX60","","",""
"73-13252-01","PCA,DBRD,DUAL,LTC7510 POWER CONTROL MODULE,1.0V,U6019,U6020,QUETZAL,3GX60","","",""
"73-16669-02","PCA,MBRD,N5K,Norcal-72UP-16GFC,Mother Board,Hafnium","","",""
"73-15896-02","PCA,MBRD, ARBELOSCSR-48, PB-FREE","","",""
"73-15895-03","PCA,MBRD, ARBELOSCSR-24, PB-FREE","","",""
"73-15894-03","PCA,MBRD, ARBELOSCSR-24P, PB-FREE","","",""
"73-15638-01","PCA,DBRD,Power Distribution Board CARD for IMPERIAL","UCSC","SAVBU","SAVTG"
"73-100879-01","PCA,SPARTAN, PURLEY TEST VEHICLE","","",""
"73-14098-04","PCA,OTHER,WRIGLEY IA,FRONT-END-HAZARDOUS(FEZ)BOARD","AIRCI","IOTBU","ENGTG"
"73-5288-02","PCA,2PT OC48 DPT/POS, SM SR,CPLUS,MOCASSIN","","",""
"73-7643-01","PCA,SUB,FAN-CNTL-S,SFR,HFR","","",""
"73-9821-01","PCA,OTHER,HYPERION INTERPOSER","","",""
"73-2328-01","PCA,SUB,BFR SFCPaddle Card","","",""
"73-3037-01E1","PCA,SUB,PA,CT3,FREEDM","7000CMN","SRGBU","ENGTG"
"73-100796-03","PCA, MIDPLN, EXOMAX2, APEX","","",""
"73-17679-01","PCA,MBRD,CPU MODULE,PLAINSBORO I,RACK SERVER","","",""
"73-4167-04","PCA,64K,1P. GIG. EPM,BARRACUDA","8510","CORBU","CTG"
"73-7058-07","PCA,Frodo24TX","C3750","UABU","ENGTG"
"73-9674-01","PCA,MBRD, SPUMONI POC","","",""
"73-16094-02","PCA,MBRD,BigEasy,MBRD,88x3,PB-FREE","","",""
"73-14392-01","PCA,MBRD,,K10,SUPVR,CALLISTA","","",""
"73-5426-12","PCA,Zenith-RPM-XF","MGX","SMBU","MITG"
"73-2962-01","PCA, SUB, AST2E3 SD","","",""
"73-15636-03","PCA,DBRD,HDD Backplane CARD for IMPERIAL","UCSC","SAVBU","SAVTG"
"73-15484-03","PCA,DBRD,MEMORY RISER CARD for IMPERIAL","UCSC","SAVBU","SAVTG"
"73-15653-03","PCA,DBRD,Front Panel-Salton CARD for IMPERIAL","UCSC","SAVBU","SAVTG"
"73-1866-02","PCA,SUB,MARS,NM,COMBO-1E2W","CCSOTHR","ERBU","CTG"
"73-1686-02","PCA,SUB,MARS,NM,COMBO-2E2W","CCSOTHR","ERBU","CTG"
"73-7690-01","PCA,15454,AIP_I","","",""
"73-3144-01E4","PCA,SUB,PA-1GE","7000CMN","SRGBU","ENGTG"
"73-10223-08","PCA,DBRD,DOBERMAN,FARFEL DAUGHTER BOARD FAB -03 w new CF","AIRCTA","WNBU","ENGTG"
"73-7924-02","PCA,CONST+, APOLLO+, SUP2UA","","",""
"73-2156-01","PCA,SUB,MTB,CHILI","","",""
"73-9930-03","PCA,OTHERGALAXY9,NYX-MEZZ-CARD","","",""
"73-9659-01","PCA,DBRD,KOSI,C2CR","","",""
"73-8431-01","PCA,SNOWMAKER","SN5400","NEXUSADJBU","CTG"
"73-8598-01","PCA,TRANSPONDER TYPE 1 3086 MM,MANHATTAN","","",""
"73-15752-01","PCA,OTHER,Rudy,Fan-MID-Enhanced","","",""
"73-15759-06","PCA,DBRD,V12,VOLT","","",""
"73-15448-04","PCA,NIC,,MSM-NIM-192, Pb-free","ICV","SRGBU","ENGTG"
"73-15793-02","PCA,MBRD,2BRI-NT/TE, Operation Dynamo","ICV","SRGBU","ENGTG"
